States/UTs,Crimes,Year,Persons_arrested_male,Persons_arrested_female,Persons_arrested_total
Telangana,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,46,1,47
Telangana,Kidnapping for Ransom (Section 364A IPC),2014,22,1,23
Telangana,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,663,13,676
Telangana,Other Kidnapping,2014,587,14,601
Telangana,"Dacoity (Section 395,396-398 IPC)",2014,366,7,373
Telangana,Dacoity with Murder (Section 396 IPC),2014,6,0,6
Telangana,Other Dacoity,2014,360,7,367
Telangana,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,3,0,3
Telangana,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,690,8,698
Telangana,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,6687,82,6769
Telangana,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,4048,29,4077
Telangana,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,2639,53,2692
Telangana,Theft (Section 379 to 382 IPC),2014,16274,428,16702
Telangana,Auto Theft,2014,4414,4,4418
Telangana,Other Thefts,2014,11860,424,12284
Telangana,"Unlawful Assembly (Section 143,144 & 145)",2014,74,0,74
Telangana,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,4212,237,4449
Telangana,Communal,2014,87,0,87
Telangana,Industrial,2014,9,0,9
Telangana,Political,2014,229,13,242
Telangana,Caste Conflict,2014,32,0,32
Telangana,SC/STs Vs. Non-SCs/STs,2014,12,0,12
Telangana,Other Caste Riots,2014,20,0,20
Telangana,Agrarian,2014,0,0,0
Telangana,Students,2014,27,0,27
Telangana,Sectarian,2014,0,0,0
Telangana,Other Riots,2014,3828,224,4052
Telangana,Criminal Breach of Trust (Section 406 to 409 IPC),2014,1068,22,1090
Telangana,Cheating (Section 420 IPC),2014,8507,372,8879
Telangana,"Forgery (Section 465, 468 & 471 IPC)",2014,175,5,180
Telangana,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,84,3,87
Telangana,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0
Telangana,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Telangana,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,84,3,87
Telangana,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,47,2,49
Telangana,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,33,1,34
Telangana,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,2,0,2
Telangana,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,2,0,2
Telangana,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0
Telangana,Arson (Section 435-436 & 438 IPC),2014,581,7,588
Telangana,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,2583,133,2716
Telangana,Grievous Hurt (Section 325 & 326 IPC),2014,2583,133,2716
Telangana,Acid attack (Section 326A IPC),2014,0,0,0
Telangana,Attempt to Acid Attack (Section 326B IPC),2014,0,0,0
Telangana,Dowry Deaths (Section 304-B IPC),2014,516,206,722
Telangana,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,4022,17,4039
Telangana,Sexual Harassment (Section 354A IPC),2014,746,1,747
Telangana,Assault on women with intent to Disrobe (Section 354B IPC),2014,183,2,185
Telangana,Voyeurism (Section 354C IPC),2014,40,0,40
Telangana,Stalking (Section 354D IPC),2014,416,0,416
Telangana,Others,2014,2637,14,2651
Telangana,Insult to the Modesty of Women (Section 509 IPC),2014,1272,15,1287
Telangana,At Office premises,2014,3,0,3
Telangana,Places related to work other than Office,2014,40,0,40
Telangana,In Public Transport system,2014,4,0,4
Telangana,In Other Places,2014,1225,15,1240
Telangana,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,7552,2052,9604
Telangana,Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Telangana,Causing Death by Negligence (Section 304-A IPC),2014,8391,6,8397
Telangana,Deaths due to negligent driving/act,2014,8267,6,8273
Telangana,Deaths due to Other Causes,2014,124,0,124
Telangana,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0
Telangana,Sedition (Section 124A IPC),2014,0,0,0
Telangana,Other offences against State,2014,0,0,0
Telangana,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,13,0,13
Telangana,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,13,0,13
Telangana,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0
Telangana,Extortion (Section 384 - 389 IPC),2014,246,1,247
Telangana,Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0
Telangana,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,17006,56,17062
Telangana,Human Trafficking (Section 370 & 370A IPC),2014,60,0,60
Telangana,Unnatural Offences U/s 377 IPC,2014,10,0,10
Telangana,Other IPC crimes,2014,48643,5023,53666
Telangana,Total Cognizable IPC crimes,2014,136462,9088,145550
Tripura,Murder (Section 302 IPC),2014,166,31,197
Tripura,Attempt to commit Murder (Section 307 IPC),2014,135,3,138
Tripura,Culpable Homicide not amounting to Murder (Section 304 IPC),2014,3,1,4
Tripura,Attempt to commit Culpable Homicide (Section 308 IPC),2014,0,0,0
Tripura,Rape (Section 376 IPC),2014,246,12,258
Tripura,Custodial Rape,2014,0,0,0
Tripura,Gang Rape,2014,0,0,0
Tripura,Other Rape,2014,0,0,0
Tripura,Rape other than Custodial,2014,246,12,258
Tripura,Gang Rape,2014,36,0,36
Tripura,Other Rape,2014,210,12,222
Tripura,Attempt to commit Rape (Section 376/511 IPC),2014,36,0,36
Tripura,"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,133,1,134
Tripura,Kidnapping & Abduction (Section 363 IPC),2014,1,0,1
Tripura,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,8,0,8
Tripura,Kidnapping for Ransom (Section 364A IPC),2014,1,0,1
Tripura,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,86,0,86
Tripura,Other Kidnapping,2014,37,1,38
Tripura,"Dacoity (Section 395,396-398 IPC)",2014,1,0,1
Tripura,Dacoity with Murder (Section 396 IPC),2014,1,0,1
Tripura,Other Dacoity,2014,0,0,0
Tripura,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,14,0,14
Tripura,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,51,0,51
Tripura,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,163,8,171
Tripura,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,120,3,123
Tripura,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,43,5,48
Tripura,Theft (Section 379 to 382 IPC),2014,256,7,263
Tripura,Auto Theft,2014,34,0,34
Tripura,Other Thefts,2014,222,7,229
Tripura,"Unlawful Assembly (Section 143,144 & 145)",2014,4,0,4
Tripura,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,276,11,287
Tripura,Communal,2014,0,0,0
Tripura,Industrial,2014,0,0,0
Tripura,Political,2014,59,1,60
Tripura,Caste Conflict,2014,0,0,0
Tripura,SC/STs Vs. Non-SCs/STs,2014,0,0,0
Tripura,Other Caste Riots,2014,0,0,0
Tripura,Agrarian,2014,0,0,0
Tripura,Students,2014,0,0,0
Tripura,Sectarian,2014,0,0,0
Tripura,Other Riots,2014,217,10,227
Tripura,Criminal Breach of Trust (Section 406 to 409 IPC),2014,47,1,48
Tripura,Cheating (Section 420 IPC),2014,50,0,50
Tripura,"Forgery (Section 465, 468 & 471 IPC)",2014,28,0,28
Tripura,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,9,0,9
Tripura,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0
Tripura,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Tripura,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,9,0,9
Tripura,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,0,0,0
Tripura,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,6,0,6
Tripura,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,3,0,3
Tripura,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0
Tripura,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0
Tripura,Arson (Section 435-436 & 438 IPC),2014,42,0,42
Tripura,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,1613,202,1815
Tripura,Grievous Hurt (Section 325 & 326 IPC),2014,1610,201,1811
Tripura,Acid attack (Section 326A IPC),2014,3,1,4
Tripura,Attempt to Acid Attack (Section 326B IPC),2014,0,0,0
Tripura,Dowry Deaths (Section 304-B IPC),2014,73,22,95
Tripura,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,411,29,440
Tripura,Sexual Harassment (Section 354A IPC),2014,74,2,76
Tripura,Assault on women with intent to Disrobe (Section 354B IPC),2014,128,22,150
Tripura,Voyeurism (Section 354C IPC),2014,0,0,0
Tripura,Stalking (Section 354D IPC),2014,3,0,3
Tripura,Others,2014,206,5,211
Tripura,Insult to the Modesty of Women (Section 509 IPC),2014,8,0,8
Tripura,At Office premises,2014,0,0,0
Tripura,Places related to work other than Office,2014,0,0,0
Tripura,In Public Transport system,2014,0,0,0
Tripura,In Other Places,2014,8,0,8
Tripura,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,915,202,1117
Tripura,Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Tripura,Causing Death by Negligence (Section 304-A IPC),2014,149,0,149
Tripura,Deaths due to negligent driving/act,2014,148,0,148
Tripura,Deaths due to Other Causes,2014,1,0,1
Tripura,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,1,0,1
Tripura,Sedition (Section 124A IPC),2014,0,0,0
Tripura,Other offences against State,2014,1,0,1
Tripura,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,0,0,0
Tripura,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,0,0,0
Tripura,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0
Tripura,Extortion (Section 384 - 389 IPC),2014,9,0,9
Tripura,Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0
Tripura,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,499,0,499
Tripura,Human Trafficking (Section 370 & 370A IPC),2014,0,0,0
Tripura,Unnatural Offences U/s 377 IPC,2014,3,0,3
Tripura,Other IPC crimes,2014,692,38,730
Tripura,Total Cognizable IPC crimes,2014,6033,568,6601
Uttar Pradesh,Murder (Section 302 IPC),2014,14267,472,14739
Uttar Pradesh,Attempt to commit Murder (Section 307 IPC),2014,14196,143,14339
Uttar Pradesh,Culpable Homicide not amounting to Murder (Section 304 IPC),2014,3636,113,3749
Uttar Pradesh,Attempt to commit Culpable Homicide (Section 308 IPC),2014,1186,8,1194
Uttar Pradesh,Rape (Section 376 IPC),2014,6303,26,6329
Uttar Pradesh,Custodial Rape,2014,277,0,277
Uttar Pradesh,Gang Rape,2014,13,0,13
Uttar Pradesh,Other Rape,2014,264,0,264
Uttar Pradesh,Rape other than Custodial,2014,6026,26,6052
Uttar Pradesh,Gang Rape,2014,1641,2,1643
Uttar Pradesh,Other Rape,2014,4385,24,4409
Uttar Pradesh,Attempt to commit Rape (Section 376/511 IPC),2014,443,0,443
Uttar Pradesh,"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,25639,1027,26666
Uttar Pradesh,Kidnapping & Abduction (Section 363 IPC),2014,5586,310,5896
Uttar Pradesh,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,899,20,919
Uttar Pradesh,Kidnapping for Ransom (Section 364A IPC),2014,398,0,398
Uttar Pradesh,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,16491,650,17141
Uttar Pradesh,Other Kidnapping,2014,2265,47,2312
Uttar Pradesh,"Dacoity (Section 395,396-398 IPC)",2014,1796,3,1799
Uttar Pradesh,Dacoity with Murder (Section 396 IPC),2014,163,0,163
Uttar Pradesh,Other Dacoity,2014,1633,3,1636
Uttar Pradesh,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,397,0,397
Uttar Pradesh,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,7907,21,7928
Uttar Pradesh,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,5749,17,5766
Uttar Pradesh,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,4353,12,4365
Uttar Pradesh,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,1396,5,1401
Uttar Pradesh,Theft (Section 379 to 382 IPC),2014,20325,138,20463
Uttar Pradesh,Auto Theft,2014,6206,0,6206
Uttar Pradesh,Other Thefts,2014,14119,138,14257
Uttar Pradesh,"Unlawful Assembly (Section 143,144 & 145)",2014,153,0,153
Uttar Pradesh,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,47897,980,48877
Uttar Pradesh,Communal,2014,319,0,319
Uttar Pradesh,Industrial,2014,0,0,0
Uttar Pradesh,Political,2014,83,0,83
Uttar Pradesh,Caste Conflict,2014,414,0,414
Uttar Pradesh,SC/STs Vs. Non-SCs/STs,2014,378,0,378
Uttar Pradesh,Other Caste Riots,2014,36,0,36
Uttar Pradesh,Agrarian,2014,816,3,819
Uttar Pradesh,Students,2014,63,0,63
Uttar Pradesh,Sectarian,2014,7,0,7
Uttar Pradesh,Other Riots,2014,46195,977,47172
Uttar Pradesh,Criminal Breach of Trust (Section 406 to 409 IPC),2014,7528,45,7573
Uttar Pradesh,Cheating (Section 420 IPC),2014,30301,185,30486
Uttar Pradesh,"Forgery (Section 465, 468 & 471 IPC)",2014,1499,9,1508
Uttar Pradesh,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,148,0,148
Uttar Pradesh,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,2,0,2
Uttar Pradesh,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Uttar Pradesh,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,146,0,146
Uttar Pradesh,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,86,0,86
Uttar Pradesh,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,49,0,49
Uttar Pradesh,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,11,0,11
Uttar Pradesh,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0
Uttar Pradesh,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0
Uttar Pradesh,Arson (Section 435-436 & 438 IPC),2014,537,6,543
Uttar Pradesh,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,29769,796,30565
Uttar Pradesh,Grievous Hurt (Section 325 & 326 IPC),2014,29684,795,30479
Uttar Pradesh,Acid attack (Section 326A IPC),2014,64,1,65
Uttar Pradesh,Attempt to Acid Attack (Section 326B IPC),2014,21,0,21
Uttar Pradesh,Dowry Deaths (Section 304-B IPC),2014,8500,2160,10660
Uttar Pradesh,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,14702,0,14702
Uttar Pradesh,Sexual Harassment (Section 354A IPC),2014,7333,0,7333
Uttar Pradesh,Assault on women with intent to Disrobe (Section 354B IPC),2014,2105,0,2105
Uttar Pradesh,Voyeurism (Section 354C IPC),2014,132,0,132
Uttar Pradesh,Stalking (Section 354D IPC),2014,1341,0,1341
Uttar Pradesh,Others,2014,3791,0,3791
Uttar Pradesh,Insult to the Modesty of Women (Section 509 IPC),2014,33,0,33
Uttar Pradesh,At Office premises,2014,0,0,0
Uttar Pradesh,Places related to work other than Office,2014,2,0,2
Uttar Pradesh,In Public Transport system,2014,6,0,6
Uttar Pradesh,In Other Places,2014,25,0,25
Uttar Pradesh,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,38367,8388,46755
Uttar Pradesh,Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Uttar Pradesh,Causing Death by Negligence (Section 304-A IPC),2014,12943,51,12994
Uttar Pradesh,Deaths due to negligent driving/act,2014,12816,49,12865
Uttar Pradesh,Deaths due to Other Causes,2014,127,2,129
Uttar Pradesh,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0
Uttar Pradesh,Sedition (Section 124A IPC),2014,0,0,0
Uttar Pradesh,Other offences against State,2014,0,0,0
Uttar Pradesh,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,44,0,44
Uttar Pradesh,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,44,0,44
Uttar Pradesh,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0
Uttar Pradesh,Extortion (Section 384 - 389 IPC),2014,954,8,962
Uttar Pradesh,Disclosure of Identity of Victims (Section 228 A IPC),2014,0,0,0
Uttar Pradesh,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,12892,51,12943
Uttar Pradesh,Human Trafficking (Section 370 & 370A IPC),2014,13,0,13
Uttar Pradesh,Unnatural Offences U/s 377 IPC,2014,166,0,166
Uttar Pradesh,Other IPC crimes,2014,155451,2790,158241
Uttar Pradesh,Total Cognizable IPC crimes,2014,463741,17437,481178
Uttarakhand,Murder (Section 302 IPC),2014,353,14,367
Uttarakhand,Attempt to commit Murder (Section 307 IPC),2014,267,9,276
Uttarakhand,Culpable Homicide not amounting to Murder (Section 304 IPC),2014,62,2,64
Uttarakhand,Attempt to commit Culpable Homicide (Section 308 IPC),2014,23,1,24
Uttarakhand,Rape (Section 376 IPC),2014,299,7,306
Uttarakhand,Custodial Rape,2014,0,0,0
Uttarakhand,Gang Rape,2014,0,0,0
Uttarakhand,Other Rape,2014,0,0,0
Uttarakhand,Rape other than Custodial,2014,299,7,306
Uttarakhand,Gang Rape,2014,2,0,2
Uttarakhand,Other Rape,2014,297,7,304
Uttarakhand,Attempt to commit Rape (Section 376/511 IPC),2014,53,5,58
Uttarakhand,"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,267,13,280
Uttarakhand,Kidnapping & Abduction (Section 363 IPC),2014,70,3,73
Uttarakhand,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,10,1,11
Uttarakhand,Kidnapping for Ransom (Section 364A IPC),2014,5,1,6
Uttarakhand,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,6,1,7
Uttarakhand,Other Kidnapping,2014,176,7,183
Uttarakhand,"Dacoity (Section 395,396-398 IPC)",2014,94,0,94
Uttarakhand,Dacoity with Murder (Section 396 IPC),2014,5,0,5
Uttarakhand,Other Dacoity,2014,89,0,89
Uttarakhand,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,5,0,5
Uttarakhand,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,248,1,249
Uttarakhand,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,398,1,399
Uttarakhand,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,350,1,351
Uttarakhand,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,48,0,48
Uttarakhand,Theft (Section 379 to 382 IPC),2014,1386,9,1395
Uttarakhand,Auto Theft,2014,562,0,562
Uttarakhand,Other Thefts,2014,824,9,833
Uttarakhand,"Unlawful Assembly (Section 143,144 & 145)",2014,0,0,0
Uttarakhand,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,1333,110,1443
Uttarakhand,Communal,2014,2,0,2
Uttarakhand,Industrial,2014,0,0,0
Uttarakhand,Political,2014,50,0,50
Uttarakhand,Caste Conflict,2014,12,3,15
Uttarakhand,SC/STs Vs. Non-SCs/STs,2014,12,3,15
Uttarakhand,Other Caste Riots,2014,0,0,0
Uttarakhand,Agrarian,2014,0,0,0
Uttarakhand,Students,2014,44,0,44
Uttarakhand,Sectarian,2014,0,0,0
Uttarakhand,Other Riots,2014,1225,107,1332
Uttarakhand,Criminal Breach of Trust (Section 406 to 409 IPC),2014,63,0,63
Uttarakhand,Cheating (Section 420 IPC),2014,267,7,274
Uttarakhand,"Forgery (Section 465, 468 & 471 IPC)",2014,96,1,97
Uttarakhand,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,7,1,8
